id,pred_type,class,pred,prob_0,prob_1,intvar3,var64,intvar8,var35,mainvar1,mainvar2,mainvar8,mainvar9,mainvar4,total_local_score
248,FP,1,0,0.7534,0.2466,6.49188362391069e-05,0.00718448593318238,0.0125361222648902,-0.0134569145728002,-0.0264084114088257,-0.0276684829798836,0.0371913323455884,0.0466817227019227,0.0493641757797568,0.0854889489000701
273,TN,1,1,5e-04,0.9995,0.00461875558982402,0.00525619975204719,0.0070409122274969,0.00996007384912888,0.0116392801607278,0.0212478818895841,0.0240002360592963,0.0265235314119697,0.0274644905385529,0.137751361478628
295,TP,0,0,0.76,0.24,0.00238770045361478,0.00325754768890306,0.0105948719907695,-0.0159399130588749,0.0331610371427795,0.0502883819496756,0.0655119877513687,0.066717312674261,-0.086027842954205,0.129951083638292
297,FN,0,1,0.4369,0.5631,0.0142977905831687,0.0317619560565383,0.0336586527044793,0.0399718699959138,-0.0739486200692015,-0.0894528852664175,-0.107609316895952,-0.130744665533753,-0.134951247952755,-0.417016466377978
