local_scores,group
0.011454955719797,True
-0.0241341894713481,True
0.0292551538433311,True
0.055556786755146,True
0.0454174647522066,True
-0.0363294376392278,True
-0.0459947472861132,True
-0.0258534980268813,True
0.0176025238454475,True
-0.0351443319426593,True
0.117904832760854,True
0.368335230553262,True
0.155738794654454,True
0.313579680346136,True
0.389179733841002,True
0.322120787294322,True
1.1518823724206,True
0.640084992696623,True
0.150068434706248,True
0.160444850996998,True
0.174349336333398,True
0.159986928939931,True
0.204196435793832,True
0.14612825946483,True
0.102054739776862,True
0.348674302775536,True
0.621527246486035,True
0.243396354400358,True
0.175347954282102,True
0.139664943698567,True
0.176604304066756,True
0.438969836650014,True
0.0503753180384674,True
0.141245019867292,True
0.194401937808899,True
0.238708273628773,True
0.108228639375737,True
0.150322339501226,True
0.191006376804232,True
0.0737354259707877,True
0.16837207194709,True
0.180140997822735,True
0.162881777784288,True
0.196865129872967,True
0.104874282428555,True
0.166177506085472,True
1.74567945089584,True
0.179451114725022,True
0.200251223811246,True
0.378043297920404,True
0.19733233239541,True
0.409123924522425,True
0.315443465179492,True
0.36881400088094,True
0.0707533615854825,True
0.179030918578493,True
0.170722001883147,True
0.279931641679678,True
0.226895918657093,True
2.1516324362578,True
0.255151977079507,True
0.45526100231378,True
0.0815436155063013,True
0.32817709878372,True
0.112999476146966,True
0.269323439996411,True
0.199995662760154,True
0.220062164191223,True
0.195448425851287,True
0.153170862405806,True
1.06461023606684,True
0.252921207709671,True
0.44084937230296,True
0.139412583626219,True
0.18130886637084,True
0.102222563226343,True
0.253031624794,True
0.0962608404049115,True
0.239480156801097,True
0.121227497552304,True
0.234292653419449,True
1.0603350259517,True
0.17074706370586,True
0.308430531496231,True
0.138059032188336,True
0.255306568178211,True
0.13124519307223,True
0.865482867608703,True
0.305819688152438,True
0.152990223527121,True
0.587515255298564,True
0.375690461515514,True
0.139632504448302,True
0.164250198975189,True
0.291907834338738,True
0.219812433622617,True
0.201639733457866,True
0.180528314828574,True
0.382495262402768,True
0.0979213997349793,True
0.268915144105819,True
0.443105214626448,True
0.170309956453282,True
0.591862127367546,True
0.174553732579273,True
0.0771944989434704,True
0.269924428686443,True
0.395721807193233,True
0.347919014350929,True
0.393834296579734,True
0.184875623727749,True
0.118274166916329,True
0.0989948825632579,True
0.526239376670001,True
0.18490537354674,True
0.183962740615138,True
0.354537832019082,True
0.127036381545107,True
1.86563664711173,True
0.3533361870958,True
0.190513490411115,True
0.295688851809317,True
0.173741128874109,True
0.267526310297144,True
0.132564283694839,True
0.215165140957181,True
0.354972034843634,True
0.161778466378144,True
0.0943653981211734,True
0.132890628718735,True
0.58463296002376,True
0.11745011473666,True
1.25917709447123,True
0.334250201394755,True
0.245117414408405,True
0.277305516433999,True
0.10284886072592,True
0.168896005962535,True
0.22036043040722,True
0.428580313684256,True
0.147619080174904,True
0.36179874670422,True
0.11743799829019,True
0.204579587273224,True
0.308695371210012,True
0.456418665947915,True
0.0487560494932695,True
2.19914798070466,True
0.476055098504856,True
0.148499864078194,True
0.440351202389775,True
0.364836570039163,True
0.24641883139276,True
1.01345272221883,True
0.154524562451271,True
0.170813631273861,True
0.134213310094852,True
0.23148893931181,True
0.373716779961096,True
0.185995874353475,True
0.27283857126733,True
0.080576744147247,True
0.199942933546631,True
0.413269991434864,True
0.13179190858434,True
0.425277972425537,True
0.154561537606519,True
0.379940443459769,True
0.192341119687511,True
0.313238679158007,True
0.363992076079495,True
1.59709851860791,True
0.283796952898633,True
0.554295813425852,True
0.264342926905775,True
0.22047542866177,True
0.137134305192709,True
0.302413610197193,True
0.236278767021172,True
0.255914419709793,True
0.316016349805358,True
0.406869638391975,True
1.15898557443698,True
0.107927825352332,True
1.97366059646189,True
0.134156252509533,True
0.427180244434611,True
-0.031082026515067,False
-0.0389229918575559,False
0.0620613470336504,False
0.0113984749525466,False
0.025710762529407,False
0.0715052064385928,False
-0.0539733949379821,False
0.024619605915132,False
0.0802530832330537,False
0.0825133573531906,False
0.0866572368928233,False
0.0476073324162871,False
-0.0092498214412667,False
0.0214357157513659,False
0.0772107621379117,False
0.0422807130356214,False
0.020034489519559,False
-0.0546664489064647,False
0.0317149825719202,False
0.0105292487260123,False
0.0107997684591135,False
0.0405924539690894,False
0.0426337835354097,False
-0.0381336032555575,False
-0.00276713917317104,False
0.0348712086551451,False
0.0163595230307239,False
0.0258018932332552,False
0.123249045280516,False
-0.00453929324357959,False
0.000918055293839864,False
0.0396540209379857,False
0.0481097569640341,False
-0.0123606894794175,False
0.0567890011132024,False
-0.123230521488403,False
-0.270979675744254,False
-0.343287704367779,False
-0.202453458443059,False
-0.117681717713795,False
-0.132986966157545,False
-0.102406054487882,False
-0.216880160647479,False
-2.22610863622818,False
-0.0703628621859327,False
-0.168289153172477,False
-0.13062939521497,False
-0.290130529167058,False
-0.330814239185723,False
-0.106507574068503,False
-0.160503003483902,False
-0.192647861288054,False
-0.195101003484184,False
