scores,variable
0.305886971922458,mainvar9
0.0825351961863007,mainvar4
0.0687423737674214,mainvar1
0.0569478505449151,intvar8
0.0350517242738128,intvar3
0.033112651337685,mainvar8
0.0198941046816308,mainvar2
0.0134456354984103,var64
0.0095221001396735,var35
