intvar3,var35,var64,intvar8,mainvar1,mainvar2,mainvar4,mainvar8,mainvar9,prob_0,prob_1,class,id,total_local_score,pred,pred_type
-0.00783108074379124,-0.0208576921922274,0.00774541250242062,-0.00537427633816,-0.0265200983211313,0.0189312929360602,-0.051001017995873,-0.00861998461839587,-0.0572898609544216,0.70624568668047,0.293754313319531,1,1,-0.150817305725519,0,FP
-0.00487638896306916,0.11371440940559,0.00486740557710687,0.0115119514400342,0.00574989982852645,0.013878980943219,-0.00657627160623968,0.0351128244756887,-0.0177770467304461,0.365209146278278,0.634790853721723,1,2,0.15560576437041,1,TN
0.000439665159115375,0.0827454644621853,0.0124944602445815,0.000423687633914907,0.0215729512992219,0.010322724932535,0.00354708542313467,0.0153560295055273,0.00580639178087825,0.334596689380724,0.665403310619275,1,3,0.152708460441094,1,TN
0.00739410736878161,0.0853786090921064,0.00941351331939265,0.00908325543442048,0.0077142619232419,0.0129737355236554,-0.00856752975331547,0.0122674083714906,-0.00827220707148791,0.355969867271237,0.644030132728763,1,4,0.127385154208286,1,TN
0.024004632770188,0.00317266651310049,-0.00543051250731391,-0.0115731796177608,-0.0591977944175834,0.00443065573093333,0.0100026890058595,-0.0161103448172198,-0.0461538278637748,0.63190094219506,0.36809905780494,1,5,-0.0968550152035715,0,FP
-0.0109364935877014,0.0918335931623491,0.0163143828425463,0.00192493247409157,-0.0142141637546356,-0.00108588364421373,-0.00912411919441789,-0.0074138420535493,-0.0457498207612093,0.458756404002883,0.541243595997117,1,6,0.0215485854832597,0,FP
-0.0161387424825455,-0.00545995176564657,-0.00798231445979065,0.00581906566619608,-0.0153322860784197,-0.0173483449634981,-0.0250580483691793,0.0127452477022336,-0.0657149714536105,0.716755457803845,0.283244542196155,1,7,-0.134470346204261,0,FP
-0.0108680783046919,-0.049379241293579,-0.0105989044823623,0.000796969675366321,-0.0662563649997189,-0.0148339971306551,-0.0448261644521904,-0.00616272123341225,-0.0938066929238791,0.883007789428335,0.116992210571665,1,8,-0.295935195145123,0,FP
-0.0170307193518362,-0.029990674565694,0.0328068883756135,0.000290162330895015,-0.0596543459614179,-0.00630314612575976,-0.0533984604345871,-0.0123894843141266,-0.0993257867215757,0.826493977037455,0.173506022962545,1,9,-0.244995566768489,0,FP
-0.0234931185856191,-0.0324716402540661,-0.00427498993230595,0.00253612973842736,-0.0428994999292034,0.0115237876411507,-0.00586052113434905,-0.0251557545796556,-0.0803843164980562,0.72775259184054,0.272247408159461,1,10,-0.200479923533677,0,FP
-0.0139300692599048,0.026122681268467,-0.00366974447474123,0.00602507751655912,-0.0271877924779646,-0.060842965155055,-0.0166555362168896,-0.0279715166528197,-0.0742546817723722,0.825393338662778,0.174606661337223,1,11,-0.192364547224721,0,FP
-0.0125286177006615,-0.00229815258230626,-0.00596004607609802,-0.00322164471112902,-0.0619725449667776,-0.0184071820102697,-0.047974098077768,-0.00693289882331873,-0.103230564788526,0.879530423280424,0.120469576719577,1,12,-0.262525749736855,0,FP
-0.0143582840893474,-0.0293047926315307,-0.0172444078449409,-0.00329388281105218,-0.0481447617350583,-0.022577565147715,-0.0516709597401556,0.0026620191895246,-0.097596187544378,0.828993547510061,0.171006452489939,1,13,-0.281528822354654,0,FP
-0.0107229373790992,0.0413183230108236,-0.0200855745665269,0.00360152697220608,-0.0105068980151442,0.00366905869064798,-0.00343714506797515,-0.00910454786371237,-0.057799331810946,0.560063699750698,0.439936300249302,1,14,-0.0630675260297262,0,FP
-0.0169014620727997,-0.0278804595904937,-0.0122728889451097,0.00551281058758061,-0.0438173591550945,-0.0135272267282181,-0.0292730760084873,-0.0153081336023084,-0.066931681860868,0.86973552273073,0.13026447726927,1,15,-0.220399477375799,0,FP
0.00267157849860177,0.083204686972279,-0.0129183198962934,-0.00552551420955588,-0.00827434302231759,0.00357787042424867,0.00170983632657226,-0.0119061502017703,-0.0250461055176585,0.53013367204984,0.46986632795016,1,16,0.0274935393741059,0,FP
-0.00486651479258676,-0.0407782987208198,0.00778409302856435,0.00117264764502373,-0.0462811039859011,-0.0199613882759256,0.0205682219049389,-0.020184447271884,-0.0792447925097189,0.727413952953521,0.272586047046479,1,17,-0.181791582978309,0,FP
-0.00986864509894867,-0.0407586677119578,-0.00476075739408099,0.00272718033978207,-0.0580466021863138,-0.00685508095540022,-0.053789563888993,-0.017737771263709,-0.082658782303555,0.822732594956308,0.177267405043693,1,18,-0.271748690463176,0,FP
-0.0229634177517808,-0.0672351375578086,-0.00289280126064812,0.00556208709570452,-0.0580068692566252,-0.0146908321992862,-0.0379546811609707,0.00633918029631504,-0.101555193685203,0.840027587961472,0.159972412038528,1,19,-0.293397665480303,0,FP
-0.0146102274273346,0.0217815198412698,-0.00760921376124677,-0.00354102792249437,0.0693185699137323,-0.00403874142476091,-0.00533855934239322,-0.00511706265057293,-0.0613160794512326,0.565045662369032,0.434954337630969,1,20,-0.0104708222250332,0,FP
0.0581818820963188,-0.00895248691173745,-0.00320851992299828,0.00250418469247203,-0.00130426116243865,-0.0108903578523849,-0.0313861855337023,-0.0229890494477865,-0.0364608765739231,0.564917801433282,0.435082198566718,1,21,-0.0545056706161804,1,TN
0.07319719788745,0.00113065180562583,-0.0413213240103051,0.00304295162951927,-0.00167656723725609,0.0195551916862398,-0.0106234752943265,-0.000471578922600568,-0.0437342205056648,0.561395926477893,0.438604073522106,1,22,-0.000901172961317989,0,FP
-0.000383528157268417,0.0488538878126243,-0.0574656662372019,-0.000485512609864883,-0.00660373438388211,-0.00060918442828616,-0.00443379345662354,-0.0106389703937437,-0.0460421463701642,0.617081215885563,0.382918784114436,1,23,-0.0778086482244107,0,FP
0.0558647433643797,-0.00589820048401975,0.00834981737989043,0.00191027320150589,-0.0201267944829141,0.00678154520389423,-0.0339952407506314,-0.00120873378263151,-0.0139927768272292,0.477785258601048,0.522214741398952,1,24,-0.00231536717775569,1,TN
-0.00434836065561823,0.010710175091463,0.01498200546175,0.00572903137903463,-0.0392548527633582,-0.00824932969173283,-0.0304966491447666,-0.0188952338383318,-0.0800588672797861,0.658260129120518,0.341739870879481,1,25,-0.149882081441346,0,FP
-0.0255107807377007,-0.035218289157031,-0.00100975503749097,-0.00825309245334191,-0.0790605784564361,0.000969845173024827,-0.0534906567522785,-0.0124405557281223,-0.0792122854355241,0.866213025061494,0.133786974938507,1,26,-0.293226148584901,0,FP
-0.00903066662319963,0.0618110349651951,0.0168877072581099,-0.0586748536498775,-0.0161022230876587,0.00240873528185379,-0.027356395889424,0.00594219718885412,-0.0493552453162318,0.59250150775642,0.40749849224358,1,27,-0.0734697098723787,0,FP
0.0102536088909087,0.0554744173301246,0.0204864159501113,-0.028257227564503,0.00249211075036075,0.00968129205865082,-0.00553308438252865,0.00320424939172179,-0.0358620726433059,0.468213057422173,0.531786942577827,1,28,0.0319397097815404,1,TN
0.0940746181259617,-0.00130652439333554,0.00929781675755702,-0.00427795069875211,-0.0169352171847313,0.00497008169694263,-0.023065039481342,-0.00766616878431813,-0.043283231903398,0.455778771052817,0.544221228947183,1,29,0.0118083841345844,0,FP
-0.00955536940602687,-0.0189700401086207,-0.0272296114250108,-0.000323676106561388,-0.0318398244249337,-0.0104756739522102,-4.5056920472505e-05,0.00955371934064412,0.0259003748328992,0.494086369873457,0.505913630126543,1,30,-0.0629851581702929,0,FP
-0.003088457870032,0.012517397489115,-0.0286191258125993,-0.00836930408314229,0.0523921998010407,-0.00350194806938692,-0.00775100484774565,-0.00370523006138482,-0.0560066975535087,0.591491430779125,0.408508569220876,1,31,-0.0461321710076439,0,FP
0.006395253966432,0.0626996539943342,0.00189588753099954,0.00497379365834182,0.0144688158257487,0.00347660596117847,0.00598347981906261,-0.0208266272204627,-0.00212884924565174,0.434126496362841,0.565873503637159,1,32,0.0769380142899829,1,TN
0.102887984528338,0.00301391516223876,0.00381930073357779,-0.0136169430141968,-0.0147650712908824,0.0224750703856229,-0.0152300196549082,-0.00158289270670007,-0.031031161927979,0.441637559574959,0.558362440425041,1,33,0.0559701822151113,1,TN
-0.0124677299541488,-0.0107817157654154,0.0120236780211932,0.013789571805199,-0.0301395447335653,0.00051696349549921,-0.0203721985725113,-0.025380379906309,-0.061575086735735,0.725888160600391,0.274111839399609,1,34,-0.134386442345794,0,FP
0.000642013888888889,-0.00049375544743456,0.00107528015779314,-0.00106783236820899,0.0265469728934886,0.00158961781258264,0.0106287824888756,0.00907087676523012,0.0724510964957762,0.0458033825721087,0.954196617427891,1,35,0.120443052686992,1,TN
