id,pred_type
241,FP
244,FP
245,FP
246,TN
247,FP
249,TN
250,FP
252,FP
253,FP
254,FP
260,TN
278,TP
279,TP
280,TP
282,TP
285,FN
286,FN
288,TP
289,TP
290,TP
291,TP
292,TP
293,TP
296,FN
297,FN
299,TP
