rf_score,variable
100.809081190819,mainvar9
46.3780837072734,mainvar1
41.2089394662192,mainvar4
24.7564116928327,mainvar8
22.9339869277612,var35
16.2567582003245,mainvar2
9.83175445160738,intvar3
6.52091814437309,var64
-2.62137324579726,intvar8
