pred_type,pred,class,mean_total_local,mean_prob_1,mean_prob_0
FN,1,0,-0.0154459515896528,0.59858547691612,0.401414523083879
FP,0,1,-0.127823328948785,0.323795651732525,0.676204348267475
TN,1,1,0.0991513678870734,0.945768998078825,0.0542310019211755
TP,0,0,0.148382653728136,0.285777019963436,0.714222980036564
