id,pred_type
241,FN
244,FN
245,FN
246,TP
247,FN
249,TP
250,FN
252,FN
253,FN
254,FN
260,TP
278,TN
279,TN
280,TN
282,TN
285,FP
286,FP
288,TN
289,TN
290,TN
291,TN
292,TN
293,TN
296,FP
297,FP
299,TN
