id,pred_type,class,pred,prob_abiotic,prob_biotic,time_kl_shift,fluctanal_prop_r1,diff2_acf1,sd_d18O13C,avg_rR45CO244CO2,total_local_score
5911,FN,biotic,abiotic,0.6329,0.3671,2.43597931130986e-05,-3.57574069176554,4.08940897378763,-4.38621154703281,-63.6898314891568,-67.5623503943744
5929,TP,biotic,biotic,0.1795,0.8205,-1.25028615762757e-05,-3.47397074114483,3.47793885034227,5.68277682312927,5.7120542209267,11.3987866503918
5950,TN,abiotic,abiotic,0.8134,0.1866,1.58231668342598e-05,-4.78263780984099,-8.84820520881237,23.9062960389814,90.3510330494623,100.626501892957
5956,FP,abiotic,biotic,0.445,0.555,-2.77170999877106e-05,4.21925104232422,-5.35942033292083,7.56567579934984,-59.1870733538844,-52.7615945622312
