id,train_test,pred_type,class,pred,prob_abiotic,prob_biotic,knn,nbd_bal,lambda.1se,time_kl_shift,fluctanal_prop_r1,diff2_acf1,sd_d18O13C,avg_rR45CO244CO2,total_local_score,opp_class,opp_lambda.1se,opp_time_kl_shift,opp_fluctanal_prop_r1,opp_diff2_acf1,opp_sd_d18O13C,opp_avg_rR45CO244CO2,opp_total_local_score
4961,train,TN,abiotic,abiotic,0.8495,0.1505,173,0.3757,0.569469948514371,3.63302058552963e-05,-5.53485817896163,-7.19936159395331,27.1834284808178,-114.026230344103,-99.5769853059943,2,0.224610682159803,4.96589495136081e-05,-10.2343800021519,-13.3949219959509,65.2390123331858,-256.59445164164,-214.984691647607
4963,train,TN,abiotic,abiotic,0.9533,0.0467,173,0.3757,3.43596103790534,4.15511186047045e-06,0.348357667695544,-1.17874325850264,1.47556110184253,28.7833640810711,29.4285437472184,2,0.231382792834164,-1.61509979519773e-05,-10.300274716734,11.4125411808204,32.7078376631491,212.317216481344,246.137304457582
4964,train,TN,abiotic,abiotic,0.891,0.109,173,0.3757,0.298232568834368,0.000127637501282638,-8.36205589252857,-10.4560218871066,13.7854251845558,-42.2646457362696,-47.2971706938477,2,0.155498708565383,0.000172117722513618,-11.8629695232672,-14.678842753325,26.7042606119073,-104.215267161466,-104.052646708429
4965,train,TN,abiotic,abiotic,0.9884,0.0116,173,0.3757,0.131025724517774,-1.93065907425443e-05,-11.2673808054745,-22.40835785561,149.447583456397,338.320891065225,454.092716553947,2,0.0470882039081876,-9.06424688735518e-05,-15.4794851876722,-31.9631074773207,250.533046600129,506.297921180877,709.388284473545
4966,train,TN,abiotic,abiotic,0.717,0.283,173,0.3757,3.03832182901185,1.02019270347533e-05,-1.28419378060765,-2.33962848629999,3.21239931048698,26.9227204396624,26.5113076851688,2,1.73863945730352,1.54587416174383e-05,-2.10811486270036,-3.84577363698634,5.76333919586543,43.8867771877895,43.6962433427098
4968,train,TN,abiotic,abiotic,0.9874,0.0126,173,0.3757,0.743301119993935,3.25758619119274e-05,2.88634292943037,-4.60120707085069,5.63400883201679,-47.38368243497,-43.4645051685116,2,0.267128572135549,5.35950160068792e-05,-9.58427042368265,11.4908746176763,13.1251562883205,-137.436460479581,-122.404646402251
4969,train,TN,abiotic,abiotic,0.9861,0.0139,173,0.3757,0.202814975054835,5.81344080569265e-05,-11.3225038937951,13.5285706390801,31.4843201887631,-170.554857952435,-136.864412883979,2,0.89859638039729,2.87692002081719e-05,-3.94274962650379,4.84804384181153,4.89956479062962,-36.20011303068,-30.3952252555424
4973,train,TN,abiotic,abiotic,0.8566,0.1434,173,0.3757,0.224571299171915,0.000148126143748216,-10.12311965202,-12.2706952876109,14.6254398065607,-106.397532956924,-114.165759963851,2,0.067004153702113,0.000227265073736038,-17.1075939858796,-20.5302694312428,33.2035452941386,-285.156791613181,-289.590882471091
5757,train,TN,abiotic,abiotic,0.9624,0.0376,173,0.3757,0.896035335383796,7.74087253217267e-06,3.63492371742792,4.24882822532952,4.72565173525922,-126.676974091844,-114.067562672955,2,0.322018403155405,-2.55326149026769e-06,6.95868720644824,7.87209724326426,9.67831871567637,-269.748958736851,-245.239858124723
5758,train,TN,abiotic,abiotic,0.9843,0.0157,173,0.3757,0.676687616565554,4.34433402609592e-05,5.47756853910297,8.5428259291427,42.2454994929968,43.7733978890907,100.039335293674,2,1.71564975654957,1.96646219772641e-05,2.63656243594565,3.98094193375935,19.5069423732141,21.2265504167778,47.3510168243189
5759,train,TN,abiotic,abiotic,0.9177,0.0823,173,0.3757,0.561797947410077,4.80437769922875e-05,6.12898726509791,9.93713909897986,48.4674279431261,78.4764057501598,143.010008101141,2,0.266899539760428,8.19910995072945e-05,9.62217009846247,16.4956568786032,85.4094190669761,128.175490575667,239.702818610809
5763,train,TN,abiotic,abiotic,0.9889,0.0111,173,0.3757,0.242061453098275,3.07981119480722e-06,-9.01527412666204,9.03431301380374,11.1453240523003,-103.998009831419,-92.8336438121656,2,0.385430286699526,8.25876935067863e-06,-6.49931346472829,7.25012046794233,8.48257893558512,-66.7665147234864,-57.5331205259178
5766,train,TN,abiotic,abiotic,0.9735,0.0265,173,0.3757,0.811358256763715,8.06095328696085e-06,4.53994853349655,5.12463435233278,7.46974049838932,-131.890224854166,-114.755893408994,2,0.890464685170775,8.13520894867372e-06,4.2560398774869,4.76591432520297,7.03713644318059,-122.156208032561,-106.097109251481
5769,train,TN,abiotic,abiotic,0.9903,0.0097,173,0.3757,0.894541204995409,1.81865633047779e-05,4.81257012610058,6.78589911397963,22.1930708370953,-79.6710707906284,-45.8795125268896,2,0.616572553739092,2.49525735076144e-05,6.41835463552572,9.00302392845799,29.3146645952943,-109.438508605787,-64.7024404939357
5770,train,TN,abiotic,abiotic,0.9908,0.0092,173,0.3757,0.51188936614219,3.02974190772085e-05,7.15414718189703,10.2892147874688,30.3177778484518,-59.4373275838349,-11.6761574685982,2,0.221584686835446,5.96901074919221e-05,12.2808412348425,17.5157698642685,53.0511807460816,-118.5330715248,-35.6852199894996
5771,train,TN,abiotic,abiotic,0.965,0.035,173,0.3757,0.424979544711187,6.38038120748151e-05,0.615991065841921,6.79082200318267,12.0599730014993,71.2430923219667,90.7099421963026,2,0.894541204995408,3.50165496622105e-05,1.40859109871485,4.10357444470147,6.91985389820373,41.0656089972337,53.4976634554034
5774,train,TN,abiotic,abiotic,0.9396,0.0604,173,0.3757,0.432725967051695,6.96355021558666e-06,0.687986905707682,6.63351554987524,8.01740760237951,-169.648837042145,-154.309920020632,2,0.32734132495522,3.64179628087467e-06,0.264501893446607,7.64239884984594,9.59813104975434,-208.290155411298,-190.785119976455
5776,train,TN,abiotic,abiotic,0.9859,0.0141,173,0.3757,0.518421270477906,7.86026226208951e-06,-1.51719879466901,6.04369014239736,7.11610442914812,-156.206033548698,-144.563429911559,2,0.752140498593773,9.03655424405661e-06,-1.02148243444917,4.78720894244902,5.41517249911266,-115.494187379062,-106.313279335396
5779,train,TN,abiotic,abiotic,0.929,0.071,173,0.3757,0.688560619118473,8.86968366499568e-06,5.01765366025148,5.76181138078228,7.36737852329401,-126.726756529618,-108.579904095606,2,0.998983561956062,8.77473004316865e-06,3.89456438006276,4.31149878261577,6.08933135017354,-92.27312017065,-77.9777168830679
5780,train,TN,abiotic,abiotic,0.9978,0.0022,173,0.3757,1.18253082788181,1.41082108893785e-05,0.400158020308047,3.8014056630774,5.43097112339544,-60.0659312663536,-50.4333823513618,2,0.352825484115955,3.85636659770949e-05,-5.06476844484375,9.37071839142394,13.2906309644927,-163.738432678753,-146.141813204014
5782,train,TN,abiotic,abiotic,0.9236,0.0764,173,0.3757,0.689257852175345,7.62120605029813e-06,5.02434327294912,5.73816438836317,6.95344087799611,-149.80410074931,-132.088144588795,2,0.572233977848883,6.6469197193091e-06,5.64360906936743,6.57657951716466,7.74344150100114,-173.296509542277,-153.332872807824
5784,train,TN,abiotic,abiotic,0.9754,0.0246,173,0.3757,0.139161641237417,7.94461125065259e-05,16.4263670483445,22.9884927332828,69.7772814116453,-367.075209243727,-257.882988604341,2,0.466414525680328,3.19383208658987e-05,7.66419818954463,11.0462399333466,31.65717802301,-168.295763596334,-117.928115512112
5878,train,TN,abiotic,abiotic,0.7282,0.2718,173,0.3757,3.1381074072879,5.78612604034237e-06,0.932474670778955,-2.00556908996392,-3.63870007104394,32.2566623471818,27.544873643079,2,2.1629757100222,8.18418025352364e-06,1.64334239970049,-2.80599108585724,-5.09086154827187,46.4722169025279,40.2187148522795
5879,train,TN,abiotic,abiotic,0.6358,0.3642,173,0.3757,0.598524165164601,2.24762191850345e-05,-7.95562839334081,-13.948397434082,17.3501625401317,148.150978189724,143.597137378652,2,0.236070263896208,3.72631239264691e-05,-14.3600908400941,-24.6466096055446,44.7245157108902,311.303244221938,317.021096750314
5880,train,TN,abiotic,abiotic,0.9422,0.0578,173,0.3757,0.447826376740233,3.37419912069885e-05,3.32934354065249,8.59893227993533,-10.649138158651,-31.9205164076064,-30.6413450036784,2,0.539408456204874,2.898297475872e-05,2.31641004405684,7.4942960436763,-9.303540405515,-24.5487601278095,-24.0415654626166
5882,train,TP,biotic,biotic,0.2762,0.7238,173,0.6301,0.768434470817065,-2.4710392103969e-05,6.31766815798533,11.075267894983,-33.1869757842203,-73.9586939646438,-89.7527584062878,1,2.34668784188218,-8.77983558015454e-06,2.54091983120074,4.46744049486818,-13.2610978652713,-27.4507767107923,-33.7035230298303
5884,train,TP,biotic,biotic,0.4428,0.5572,173,0.6301,0.108547324829311,-0.00013021402658714,-16.8695437514666,24.0338744655168,-38.8036012657729,74.4785031680513,42.8391024023021,1,0.331487845899121,-6.09757361426488e-05,-7.56717287714625,12.8054665028383,-14.1963276790056,27.7924021685617,18.834307139512
5885,train,TP,biotic,biotic,0.1409,0.8591,173,0.6301,0.090117896047022,-0.000181738022145593,1.55852943587771,23.9286274871797,-62.9723412180563,446.650447912418,409.165081879397,1,0.228481713908909,-9.99658887309342e-05,3.54773079013022,15.1207807126073,-33.0294490883127,286.97749577998,272.616458228516
5886,train,TN,abiotic,abiotic,0.9184,0.0816,173,0.3757,0.649719395144295,2.51264756505596e-05,6.45980548557563,7.60268830255264,-8.09501365396384,-10.2829276624843,-4.31542240184424,2,0.539408456204874,2.94292270586148e-05,7.45314452770308,8.8074083213654,-9.32174984763715,-14.7012613888402,-7.76242895818184
5887,train,TP,biotic,biotic,0.2634,0.7366,173,0.6301,0.399278283938249,-4.39964427445485e-05,-6.69950819510886,11.9209440371298,-21.1452093395233,258.432444613974,242.508627120029,1,0.18968953288408,-7.50672344626426e-05,-11.9007736887647,19.5680180957773,-44.7934677620461,416.580997719445,379.454699297177
5892,train,TP,biotic,biotic,0.1784,0.8216,173,0.6301,0.976974106164979,-1.97952861397137e-05,3.27674870372412,-3.63244290054342,5.20039399383359,115.374001722434,120.218681724162,1,0.73904508328427,-2.53341101674444e-05,4.06846124329356,-5.20697098131606,6.48628751728596,145.46489811511,150.812650560263
5893,train,TP,biotic,biotic,0.2477,0.7523,173,0.6301,0.438207423710415,-2.60208406537658e-05,10.0489100379464,10.9600673003161,-33.3156974142177,274.970932339268,262.664186242472,1,0.399278283938249,-2.72758420169669e-05,10.7473174290881,11.7221898595346,-36.8906403755368,295.995900517125,281.574740154369
