train_test,pred_type,pred,mean_total_local,mean_prob0,mean_prob1
test,FN,1,0.0732965558275999,0.391455555555556,0.608544444444444
test,FP,0,0.11352802756072,0.649281818181818,0.350718181818182
test,TN,1,0.209376338128574,0.255123076923077,0.744876923076923
test,TP,0,0.256514454641437,0.747941463414634,0.252056097560976
train,FN,1,0.0801308604145918,0.404548387096774,0.595451612903226
train,FP,0,0.0303943687901799,0.588378125,0.411621875
train,TN,1,0.234947225706697,0.271253571428571,0.728746428571429
train,TP,0,0.227031203508608,0.721018934911243,0.278981065088757
