intvar4,mainvar1,mainvar3,mainvar4,mainvar5,mainvar6,mainvar7,mainvar8,mainvar9,mainvar10,prob_0,prob_1,class,id,total_local_score,pred,pred_type
0.00408958144368859,-0.00137707010582011,-0.0224635393046107,0.0135934684429327,0.0486232586923658,0.00295310090702948,0.00234162509448224,0.00545368386243386,0.0308484089191232,0.00139493669690098,0.301540552786588,0.698459447213412,1,1,0.0854574546485261,1,TN
0.00598076625094482,0.0263502305366591,0.0178517167422525,-0.0101333503401361,0.0120562263794407,-0.019267082388511,0.0166497808012094,-0.00556769274376417,0.0381590769085412,0.0145552144746788,0.273399014778325,0.726600985221675,1,2,0.0966348866213152,1,TN
0.00228216742252457,0.0312639720332578,0.0335944236583522,0.00219987433862434,-0.0105504100529101,0.00706720427059713,-0.00632498393801966,0.0094700566893424,0.015353648904006,0.0299262537792895,0.254922837532507,0.745077162467494,1,3,0.114282207105064,1,TN
0.00185719387755102,0.0133088246409675,0.00663244708994709,-0.0661339937641723,0.0297887556689342,0.00864696995464853,-0.0131252069160998,0.00637463529856387,0.00972543461829176,0.0146039578609221,0.409749945640357,0.590250054359643,1,4,0.011679018329554,1,TN
-0.00120335128495843,-0.016734119425548,-0.016742846749811,-0.0155401199924414,-0.0393487792894936,0.0169522940287226,0.0203839436885865,-0.00786650604686319,0.0332998148148148,-0.0195011885865457,0.730377856270714,0.269622143729287,1,5,-0.0463008588435374,0,FP
-0.0019346343537415,-0.0103074905517763,0.0133357851473923,0.00556526832955404,0.0122620153061224,0.0110840173847317,0.0227999329176115,0.0345360770975057,-0.0156725368480726,0.0134082142857143,0.379793701092932,0.620206298907069,1,6,0.0850766487150416,1,TN
0.0030655470521542,-0.02002654856387,0.00125890873015873,0.000164292328042328,-0.0457187887377173,0.0166722996976568,0.0200450453514739,0.0246748167044596,0.0141700699168556,0.0118213775510204,0.49428979530468,0.50571020469532,1,7,0.0261270200302343,1,TN
-0.000325484693877551,0.00444922335600907,0.0244733210506425,0.028983664021164,0.0172145153061224,0.00587242630385488,0.0116834722222222,-0.0139870899470899,-0.0107364106198035,0.0206430451625094,0.224700882641386,0.775299117358615,1,8,0.0882706821617536,1,TN
0.00510776832955404,0.0293824603174603,-0.00228995181405896,-0.00149701530612245,0.0223782927059713,0.00342500377928949,0.0257722808012094,0.00492525037792895,0.0294809760015117,0.00881635487528345,0.149762439807384,0.850237560192615,1,9,0.125501420068027,1,TN
0.0039434731670446,0.023461257558579,0.0139859183673469,0.0111950188964475,0.0407314106198035,0.00593639266817838,0.0176388718820862,-0.00661636432350718,0.0243698346560847,-0.000415607520786092,0.193070409982175,0.806929590017825,1,10,0.134230205971277,1,TN
0.000934400037792895,0.0334627088057445,0.00979957482993197,0.0266842724867725,0.0109146286848073,0.00217493197278911,0.0144813227513227,0.00485331727135299,0.00344325869236584,-0.026923403250189,0.198558177688036,0.801441822311963,1,11,0.0798250122826908,1,TN
0.00081109126984127,0.0112101455026455,0.00801998677248677,0.00915699168556311,-0.00749587679516251,0.00694204743008315,-0.00360422052154195,0.0321617857142857,0.0223506547619048,0.0189670549886621,0.228978795480372,0.771021204519629,1,12,0.098519660808768,1,TN
0.00677991685563114,0.0245160969387755,-0.00155494992441421,0.0170814191232048,0.0113104601284958,0.00281605253212396,-0.028483309712774,0.0181175614134543,0.0251026965230537,0.0184039720332577,0.219362145218773,0.780637854781226,1,13,0.0940899159108088,1,TN
0.00561191609977324,0.012628884164777,-0.0189631840513983,0.00376514361300076,0.0631909448223734,0.00451756141345427,-0.00326351473922902,-0.00467833711262283,-0.00830268613000756,0.0143409400982615,0.321932671296597,0.678067328703404,1,14,0.0688476681783825,1,TN
0.00430634920634921,-0.00576830876795163,0.0211497930839002,0.0178559400982615,0.0148403807634165,0.0032143962585034,0.00417141723356009,0.0092094850718065,0.0243632860922147,0.00450355253212396,0.156417048954363,0.843582951045638,1,15,0.0978462915721844,1,TN
-0.0124354034391534,0.0105758286092215,0.000148444822373393,0.0184238879440665,0.0349464162887377,0.00415146164021164,-0.00475104591836735,0.00770469009826153,0.0382113718820862,0.00973080782312925,0.198845085687191,0.801154914312809,1,16,0.106706459750567,1,TN
-0.00218415343915344,0.0091646768707483,0.00984727135298564,0.0186094406651549,0.0369478779289494,-0.00415722127739985,0.030900384542706,0.00840597411186697,-0.0392750925925926,0.00155028344671202,0.347301160607612,0.652698839392387,1,17,0.0698094416099773,1,TN
-0.000917955404383976,0.0131714115646259,-0.00660764077853364,0.0243350585789871,-0.0191775453514739,0.0124134873393802,-0.0152620682161754,0.0181232322373394,0.0315820606575964,0.0136664417989418,0.363071505839239,0.636928494160761,1,18,0.0713264824263039,1,TN
-0.00416033163265306,0.0266727484882842,0.0224139824263039,-0.0514512736205594,0.0284551181027967,0.000659343348450491,0.0171953958805744,-0.00653651171579743,-0.0255493820861678,0.0328108144368859,0.422433444172575,0.577566555827425,1,19,0.0405099036281179,1,TN
0.002032869425548,0.0185878760393046,0.00321531273620559,0.0201055281557067,0.0159141156462585,6.60941043083901e-05,-0.00406236111111111,0.0288856944444444,0.0244868934240363,0.0118973403250189,0.173295877688702,0.826704122311298,1,20,0.12112936318972,1,TN
0.00601606009070295,-0.0139879119425548,-0.00435721371882086,0.00221702097505669,-0.0121576795162509,-0.00799579365079365,-0.0137166732804233,-0.000723868102796675,0.0074468679138322,0.0206005697278912,0.564651177967761,0.435348822032239,1,21,-0.0166586215041572,0,FP
0.000414017384731671,0.0472513076341648,0.0206505234315949,-0.003329190287226,-0.00286207105064248,0.00305808484504913,0.0134673072562358,0.00936564531368103,0.0152328184051398,0.00811767006802721,0.160332314744079,0.839667685255921,1,22,0.111366113000756,1,TN
0.0036885440287226,-0.0362399943310658,0.00299806689342404,0.0052932208994709,0.0416131094104308,0.00622539115646259,0.0208973318216175,-0.00660712490551776,0.0218252947845805,-0.00795339758125472,0.321440321305732,0.678559678694268,1,23,0.0517404421768708,1,TN
0.00622652872260015,-0.0308357662509448,-0.0141068036659108,-0.0176848686696901,-0.0384867894935752,0.00777355536659108,-0.017155149281935,0.00128539304610733,-0.00594463340891912,-0.00918426114890401,0.783664146187776,0.216335853812224,1,24,-0.118112794784581,0,FP
-0.000291521164021164,0.00941097883597884,-0.0213500746409675,0.0126991260393046,0.0389053373015873,-0.00658573129251701,0.00511071617535903,0.00569518518518519,0.0209664616402116,0.0220281065759637,0.26278302594092,0.73721697405908,1,25,0.0865885846560847,1,TN
0.000950687830687831,-0.000790283446712018,0.0144744482237339,0.0125332001133787,0.04827619425548,-0.0222506963340892,0.00159609410430839,0.00727880574452003,0.0205122741874528,0.0143142110733182,0.229199924580479,0.770800075419522,1,26,0.0968949357520786,1,TN
0.00646618102796674,0.00706021352985639,0.00797867441421013,0.0121379374527589,0.00678383597883598,-0.0182103004535147,0.0150252447089947,-0.00575624055177627,0.0310789106198035,0.0164128184051398,0.253214601490464,0.746785398509536,1,27,0.0789772751322751,1,TN
0.00718667233560091,0.00743873677248677,0.00644015400604686,0.017036996409675,-0.0091287821239607,0.00202224489795918,-0.0146653221844293,0.0313010034013605,0.018664332010582,-0.0082948403250189,0.35483904595113,0.645160954048869,1,28,0.0580011952003023,1,TN
-0.00822564909297052,-0.0054652343159486,0.0226013907785336,0.00832277588813303,0.0091573403250189,0.00747957955404384,0.0203147760770975,0.0412640617913832,-0.0242469009826153,-0.00162559996220711,0.416266272696128,0.583733727303871,1,29,0.0695765400604686,1,TN
-0.00129326058201058,0.0260348998488284,-0.00713320861678004,-0.00990041950113378,-0.0320981434240363,-0.0228824622071051,0.0105395701058201,-0.038036988851096,0.00664433012093727,0.0301855300453515,0.546087434521116,0.453912565478885,1,30,-0.0379401530612245,0,FP
0.000196310468631897,0.0293363378684807,-0.0068851596749811,0.0163095181405896,0.012835070861678,-0.0156749045729403,-0.00392901738473167,0.0242640154950869,0.0259899754346183,-0.013718388133031,0.335673141471231,0.664326858528767,1,31,0.0687237585034014,1,TN
0.0012330574452003,0.0370049896069539,0.0200302135298564,0.0158031490929705,-0.001369410430839,0.011577634164777,0.0164793376795163,-0.00372440665154951,-0.00244562830687831,0.0187058361678005,0.199608000356363,0.800391999643636,1,32,0.113294772297808,1,TN
-0.00155020030234316,0.0141906944444444,0.0106210402494331,0.00100386337868481,-0.0190679856386999,-0.0128374329176115,0.00352217214663643,0.010611100718065,0.0546753193499622,-0.0336876955782313,0.437626731553222,0.562373268446778,1,33,0.0274808758503401,1,TN
0.000313378684807256,0.00609848828420257,-0.000979305555555556,0.0179839247921391,0.0115222968631897,0.00285996882086168,0.0134894264928193,0.013426809334845,0.0234587263794407,0.00689635865457294,0.108582808123249,0.89141719187675,1,34,0.0950700727513227,1,TN
0.00279855725623583,0.00212544879062736,0.00900019463340892,0.00332163643235072,0.0352177617157974,0.00368805650037793,0.0142713501511716,0.00628120086923658,0.00918769368858655,0.0249050765306123,0.143898539452078,0.856101460547922,1,35,0.110796976568405,1,TN
0.000238270030234316,0.00804928854875283,0.00382968820861678,0.0129251861300076,0.0179892157974301,-0.000540193688586546,0.00901944916855631,0.00481743480725623,0.0133438463718821,0.00395943216175359,0.0477438468550593,0.952256153144941,1,36,0.0736316175359032,1,TN
0.00123254913076342,-0.0135331812169312,0.00932989323507181,-0.0394916005291005,-0.0179426700680272,0.00900339002267574,0.0155072345049131,0.0186597127739985,0.024889716553288,0.0191443386243386,0.380394328273945,0.619605671726055,1,37,0.0267993830309901,1,TN
0.00695632558578987,-0.00338637944066515,0.011963026266062,-0.00253010109599395,0.0363520105820106,0.00641406084656085,0.0188074480347695,0.00385510865457294,0.0166838189720333,0.0211280942932729,0.224278172807585,0.775721827192416,1,38,0.116243412698413,1,TN
-0.000171081821617536,0.00252413170823885,-0.0163724489795918,0.0435088076341648,0.00624089002267574,-0.00570068121693122,0.00804366969009826,0.00130117630385488,0.048501093159486,0.00180517573696145,0.289425451709346,0.710574548290654,1,39,0.0896807322373394,1,TN
-0.00308855347694633,-0.0364336536281179,0.0247354733560091,-0.0115898951247166,0.011406768707483,0.00568571995464853,-0.0132035950491308,-0.00387815098261527,-0.0507938973922903,-0.00153864606953893,0.686459636874575,0.313540363125425,1,40,-0.0786984297052154,0,FP
-0.00491261337868481,-0.00817345238095238,0.00988385204081633,0.02347380574452,0.0169408862433862,0.00396735827664399,0.0319368442932729,0.0122497297808012,0.038020559334845,-0.000649818594104309,0.22625451415134,0.773745485848661,1,41,0.122737151360544,1,TN
0.00528322656840514,0.0207658512849584,-0.0178275651927438,-0.0123393726379441,0.038185533824641,0.00269644841269841,0.0245132568027211,0.0146459674981104,-0.0259269595616024,-0.00429075680272109,0.3982860557939,0.601713944206101,1,42,0.0457056301965231,1,TN
0.00429905423280423,0.0112964361300076,0.00963512849584278,0.0141377815570673,0.0306191600529101,-0.00546222411186697,0.0239445880574452,0.00702081632653061,0.00171029667422525,-0.0165966619425548,0.214899835796387,0.785100164203613,1,43,0.0806043754724112,1,TN
-0.000471763983371126,0.0256000321239607,0.0259781670445956,-0.0127676502267574,0.0189911318972033,-0.000275490362811791,0.0140510119047619,0.00321709089191232,0.0161054988662132,0.0225895663265306,0.198239714368747,0.801760285631254,1,44,0.113017594482237,1,TN
0.00287462112622827,0.050345171957672,0.00372192176870748,0.00927779289493575,0.0112483134920635,0.00234456821617536,-0.0272680092592593,-0.00515693594104308,-0.0238293272864701,0.0194652220332578,0.352639468196038,0.647360531803963,1,45,0.0430233390022676,1,TN
-0.012768011148904,-0.00187604497354497,-0.0372708361678005,0.0109036300075586,0.0455166005291005,-0.00366468159486017,-0.0638122685185185,0.0151934542705971,0.00278651455026455,0.00722414965986395,0.591946016543318,0.408053983456682,1,46,-0.0377674933862434,0,FP
0.00113678476946334,0.0258261734693878,-0.00223699263038549,0.0152540655706727,0.0263718461829176,0.00764422524565382,0.00543352891156463,0.013559638133031,0.0187728987150416,0.00789655139833711,0.108292959713675,0.891707040286326,1,47,0.119658719765684,1,TN
0.00703719482237339,0.0136254828042328,0.0108208919123205,0.0146289673091459,0.0013526634542706,-0.00469558767951625,0.0143304894179894,0.0124723450491308,0.0239182530234316,0.0159863898337113,0.126000947642739,0.873999052357262,1,48,0.10947708994709,1,TN
-0.00907123960695389,-0.0056400566893424,0.0105753476946334,0.0057627664399093,0.0356499452003023,-0.00809543650793651,-0.00745467403628118,-0.0222146740362812,0.0107896948223734,0.0148800699168556,0.449857902158586,0.550142097841415,1,49,0.0251817431972789,1,TN
0.000381375661375661,0.0283204072184429,0.0160751039304611,0.00243010676492819,-0.0189360279667422,0.00320275888133031,0.0159953930461073,-0.0140753835978836,-0.104126900982615,0.0135814795918367,0.564632709178997,0.435367290821003,1,50,-0.0571516874527589,0,FP
0.000901846182917612,-0.00746338907785336,-0.0238167942176871,-0.0231139417989418,0.044072932728647,-0.00275238473167044,0.0410994775132275,-0.00338009070294785,0.00385662037037037,0.0154443197278912,0.413786008230453,0.586213991769548,1,51,0.0448485959939531,1,TN
-0.00142993575207861,0.00168428571428571,0.015190392101285,-0.0555992743764172,0.00586391439909297,0.000480868291761148,-0.0148108484504913,0.0228447770219199,-0.0305806396447468,0.00319737244897959,0.595196021317453,0.404803978682547,1,52,-0.0531590882464097,0,FP
-0.0326395946712018,-0.0210863085789872,-0.00609262660619804,0.0224395767195767,0.0110317167422525,0.00132779006046863,0.0222192592592593,0.0116079931972789,0.0265098441043084,0.00642258408919123,0.371575824508976,0.628424175491025,1,53,0.0417402343159486,1,TN
-0.000584726001511716,-0.00227494708994709,-0.0186497430083144,-0.0316272184429327,0.0121270634920635,-0.0140128429705215,0.030275619803477,0.013766596749811,0.00842235922146636,-0.0450462556689342,0.605500969618616,0.394499030381383,1,54,-0.0476040939153439,0,FP
-0.000478696145124716,0.00868978552532124,0.0137608040438398,0.00718696334089191,0.0406284948979592,-0.00107856764928193,0.00467625566893424,-0.000610343915343915,0.0222886290627362,0.0183436054421769,0.173429870537114,0.826570129462887,1,55,0.113406930272109,1,TN
0.0113535723733938,-0.017930574452003,-0.00173189720332577,0.0164399206349206,0.042189010770975,-0.0139160506424792,-0.00255725056689342,0.000928380574452003,0.0103310459183673,-0.00555212207105064,0.440121394729373,0.559878605270627,1,56,0.0395540353363568,1,TN
0.00425698412698413,-0.00789642479213908,0.0109263151927438,0.0274439758125472,0.0292720993953137,0.004758309712774,0.0146837159863946,0.00703695200302343,-0.0171496371882086,0.0171537887377173,0.205740008213908,0.794259991786092,1,57,0.0904860789871504,1,TN
0.000420667044595616,0.0135049102418745,0.0114589503023432,0.0124245077475435,0.0415056481481481,-0.00878828420256992,-0.0141828382464097,0.00315039493575208,0.019871014739229,0.0143101681783825,0.242949393779652,0.757050606220348,1,58,0.0936751388888889,1,TN
0.00385724017384732,0.00991661375661376,-0.000222819349962207,0.00512471560846561,0.0388800245653817,0.00177156557067271,0.0123278561980348,0.00173656651549509,0.0204048365457294,0.0109971986016629,0.123473440705338,0.876526559294662,1,59,0.104793798185941,1,TN
-0.00902950207860922,-0.0286801483371126,-0.0244898630007559,-0.00684126795162509,-0.0286202135298564,0.00615903250188964,0.0091058522297808,-0.00372445389266818,0.0257151908541194,0.0210058645124717,0.54998931829349,0.450010681706509,1,60,-0.0393995086923658,0,FP
-0.0131284712773998,-0.00307300547996977,0.0169225056689342,0.0161589125094482,0.0502022978080121,0.00320179610733182,-0.00338091080876795,0.00881375944822373,0.00652368858654573,0.0113315778533636,0.268913107947805,0.731086892052194,1,61,0.0935721504157218,1,TN
0.000420890022675737,0.0452280432728647,-0.012275857898715,0.00538222978080121,-0.00607836829176115,0.00693393235071806,0.0230019321617536,0.0244727976190476,-0.00346185468631897,0.00241254062736206,0.309185405643739,0.690814594356261,1,62,0.0860362849584278,1,TN
-0.00985535903250189,-0.00409413454270597,0.0070701596749811,0.012536854686319,0.0461854280045351,6.62008692365836e-05,0.0197646721466364,-0.00240923091458806,0.0112653420256992,0.0108462859032502,0.197608019585787,0.802391980414214,1,63,0.0913762188208617,1,TN
-0.00186644274376417,0.0317260667044596,0.00398341553287982,0.0137767195767196,0.0204866317082389,-0.00972027210884354,0.0152425113378685,0.0102176001511716,0.0165842167422525,-0.000480512093726379,0.166762124204521,0.83323787579548,1,64,0.0999499348072562,1,TN
-0.00306067649281935,0.0125193745275888,-0.031580731292517,0.0115557322373394,0.0323122278911565,-0.011870903250189,0.0165637216553288,-0.00284975718065004,-0.0312464370748299,0.00854085506424792,0.504599761051374,0.495400238948626,1,65,0.000883406084656077,0,FP
0.000914678760393046,0.0347280196523054,0.0571267630385488,-0.0110676398337113,0.00922366591080877,-0.00862067176870748,0.0203859788359788,-0.0166246929327286,-0.000304789304610733,-0.00934490551776266,0.395757091844656,0.604242908155345,1,66,0.076416406840514,1,TN
-0.00873051209372638,0.0285840693499622,0.000800836167800453,0.0473946031746032,0.0160361347316704,0.00597564247921391,-0.0320022637944066,-0.00978894463340892,-0.0054582634164777,-0.0239107794784581,0.484426840225275,0.515573159774724,1,67,0.0189005224867725,1,TN
