id,pred_type,class,pred,prob_0,prob_1,intvar4,mainvar8,mainvar7,mainvar6,mainvar10,mainvar1,mainvar3,mainvar4,mainvar5,mainvar9,total_local_score
438,FP,1,0,0.6511,0.3489,-0.0102668045645952,0.0292516615007455,0.0302592619753618,0.0399999207032864,0.0470767895094253,0.0543473550443671,-0.0580177958304264,-0.059990946163585,0.0632429555467625,-0.0782637996601171,0.0576385980612249
443,TN,1,1,0.1348,0.8652,0.00654304040312207,-0.0164357929489924,0.0258880045078433,-0.0262897718196798,0.029974140410607,0.030133077414013,0.039801007593008,0.0414626922526898,0.0509347450207746,0.0514031440343573,0.233414286867743
495,TP,0,0,0.7631,0.2369,-0.0229439383058272,-0.0311647581056064,-0.0406163059254636,0.114153359367334,0.114251374117927,-0.116194113418688,0.158157391456452,0.17766935669838,0.206145813928802,-0.218858160012649,0.340600019800661
500,FN,0,1,0.4592,0.5408,-0.00579025839499021,0.0185319459273769,-0.0420736824757687,0.0534871259950911,-0.0589336692289993,-0.0622509051357669,0.0727075175393086,-0.0733982941406313,-0.0769867320653574,0.0995340416923924,-0.0751729102873448
