id,pred_type
241,TN
242,FP
245,TN
246,FP
247,FP
248,TN
249,FP
252,FP
253,TN
254,FP
255,FP
277,TP
279,TP
281,FN
282,TP
286,TP
289,TP
290,TP
291,TP
293,TP
295,TP
