rf_score,variable
196.115231577651,mainvar8
44.0087541518356,intvar7
43.7627013430355,var67
28.098648096583,mainvar7
8.40061119615392,var64
3.44166963046038,mainvar9
-3.85370617737634,var14
-6.48373420821509,intvar8
