id,pred_type
402,TP
403,TP
408,FN
411,FN
412,TP
416,TP
420,TP
423,TP
424,TP
426,TP
427,TP
429,TP
430,TP
432,FN
433,TP
434,TP
437,TP
438,FN
440,FN
441,FN
444,FN
445,FN
446,TP
447,TP
448,FN
450,TP
452,FP
454,TN
458,TN
459,TN
460,TN
462,FP
464,FP
465,TN
466,TN
469,TN
470,TN
474,FP
475,TN
476,TN
477,TN
479,FP
481,FP
483,TN
485,TN
486,TN
489,TN
490,FP
498,FP
500,FP
